CODGR;LIBGR;SOUGR;LIBSOUGR;CODAL;LIBAL;Energy.kcal;enerkj;EAU;Proteins.g;Fibre.g;Carbohydrates.g;Sugars.g;AMIDON;AGMONO;CHOLES;ALCOOL;Sodium.mg;Magnesium.mg;Phosphorus.mg;POTASSIUM;Calcium.mg;Iron.mg;MANGANESE;CUIVRE;Zinc.mg;Selenium.mg;IODE;RETINOL;BCAROT;Vitamin_A.mg;Vitamin_D.mcg;Vitamin_E.mg;Vitamin_C.mg;Vitamin_B1.mg;Vitamin_B2.mg;Vitamin_B3.mg;Vitamin_B5.mg;Vitamin_B6.mg;Vitamin_B9.mcg;Vitamin_B12.mcg;PROTEINE_B;ENERKJ_ac_FIB;ENERKC_ac_FIB;POLYOL;VITAMIK1;VITAMIK2;ACID_ORG;ORIGGPCD;ORIGGPFR;label_ciqual;AG_butyrique;AG_caproique;AG_caprylique;AG_caprique;AG_laurique;AG_myristique;AG_palmitique;AG_stearique;code_gpe_ssgpe;lib_gpe_ssgpe;Fat.g;Saturated_fat.g;AGPOLY;AG_oleique;AG_linoleique;linolenique;AG_arachid;AG_EPA;AG_DHA;ORIGFDNM;ENGFDNAM;LANGUALCODES;REMARKS;Add_sugars.g;Couleur;Saison;remarque_portion_com;Source_newTNS;prix;portioncom;groupe;sous_groupe;famille;free_sugar;enrichi;allege;garanti;code_gpe;code_ss_gpe;code_fam;code_total;new_fam;ali_veg;index2;ani_veg;fam;fam2;pdt_ani;index1;code_epic;gpe_epic;foodex_gpe;Matrix_Group_description;foodex_ss_gpe;Matrix_Subgroup_description;FOODEXCODE;COMMENTSFOOD;Additional_information;info_additionnel_foodex;autre_foodex_nomencla;FOOD_N;FDXL1_N;FDXL2_N;FDXL1;FDXL2;ic_dualine_nette;rmq_green;IC_GREEN_nette;eutro_green_nette;acid_green_nette;COUNT;pct_conso_adu_normo;dualine;Famille_Questionnaire_Freq;sous_groupe_Questionnaire_Freq;groupe_Questionnaire_Freq;lim;sain_5_base;sain_5;sain_23;gr
23;légumes (hors pommes de terre);3;légumes fruits;20041;poivron vert jaune ou rouge cru;26.7;112;92;0.9;1.8;4.2;4.2;0;0.00825;0;0;2;10;23.5;194;13;0.58;0.12;0.07;0.16;0.1;1;0;834;139;0;0.65;120;0.06;0.05;0.505;0.08;0.26;23;0;0.9;112;26.7;0;;;;15;Légumes;Poivron, vert, jaune ou rouge, cru;0;0;0;;0;0;0.0255;0.00862;233;légumes (hors pommes de terre)_légumes fruits;0.3;0.0341;0.103;0.00675;0.0658;0.0372;0;0;0;Poivron, vert, jaune ou rouge, cru;Pepper, sweet, red or green, raw;A0152 A0455 A0629 A0677 A0705 A0731 A0826 B1250 C0139 E0150 F0003 G0003 H0003 J0003 K0003 M0003 N0001 P0024;;0;LEG ROUGE/ORANGE;3 4;;TNS;0.394235294;0.85;FRUI_LEG;LEGUMES;CRUDITE;0;0;0;0;1;1;2;112;CRUDITE;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.03;Fruiting vegetables;A.01.000339;;A.02.03.002;Peppers, paprika (capsicum annuum, var. grossum and var. longum);A.01.000317;Pepper. sweet. red or green. raw;Vegetables and vegetable products (including fungi);Fruiting vegetables;A.02;A.02.03;;;;;;29;1.511991658;NON;;;;0.072810551;92.70409657;92.70409657;32.80426035;1
23;légumes (hors pommes de terre);3;légumes fruits;20042;poivron vert jaune ou rouge cuit;28.9;122;91.9;0.92;1.2;4.8;4.7;0.1;0.011;0;0;2;10;18;166;9;0.46;0.12;0.07;0.12;0.1;1;0;750;125;0;0.8;74.4;0.06;0.03;0.48;0.08;0.23;16;0;0.92;122;28.9;0;;;;15;Légumes;Poivron, vert, jaune ou rouge, cuit;0;0;0;;0;0;0.034;0.0115;233;légumes (hors pommes de terre)_légumes fruits;0.4;0.0455;0.138;0.009;0.0884;0.0496;0;0;0;Poivron, vert, jaune ou rouge, cuit;Pepper, sweet, green or red, boiled;A0152 A0455 A0677 A0705 A0731 A0826 B1250 C0139 E0150 F0014 G0012 H0001 J0001 K0003 M0001 N0001 P0024;;0;LEG ROUGE/ORANGE;0;;TNS;0.423645222;0.85;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.03;Fruiting vegetables;A.01.000339;;A.02.03.002;Peppers, paprika (capsicum annuum, var. grossum and var. longum);A.01.000317;Pepper. sweet. green or red. boiled;Vegetables and vegetable products (including fungi);Fruiting vegetables;A.02;A.02.03;;Acheté cru;57.64705882;34.11764706;0.364705882;131;6.830031283;NON;LEG;LEGUMES;FRUITS_LEG;0.090083278;54.34723062;54.34723062;22.52394226;1
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20045;radis rouge cru;13.1;55;95.4;0.76;1.1;1.77;1.77;0;0.0165;0.095;0;22.1;11.2;17.3;287;30.6;0.603;0.0502;0.0179;0.134;1;1;0;2;0.333333333;0;0;17;0.0207;0.033;0.301;0.178;0.067;51.5;0;0.76;55;13.1;0;1.3;;0.1;15;Légumes;Radis rouge, cru;0;0;0;;0;0;0.0247;0.00367;231;légumes (hors pommes de terre)_légumes racines, tubercules ou bulbes;0.05;0.0292;0.0465;0.012;0.0115;0.035;0;0;0;Radis rouge, cru;Radish, raw;A0152 A0455 A0681 A0705 A0731 A0826 B1315 C0239 E0150 F0003 G0003 H0003 J0001 K0003 M0003 N0001 P0024;;0;LEG ROUGE/ORANGE;2 3;;TNS;0.300288889;0.9;FRUI_LEG;LEGUMES;CRUDITE;0;0;0;0;1;1;2;112;CRUDITE;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.01;Root vegetables;A.01.000326;;A.02.01.008;Radishes (raphanus sativus var. sativus);A.01.000317;Radish. raw;Vegetables and vegetable products (including fungi);Root vegetables;A.02;A.02.01;;;46.66666667;27.77777778;0.422222222;231;12.04379562;NON;CRUDITE;LEGUMES;FRUITS_LEG;0.277882344;44.65309347;44.65309347;24.755466;1
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20046;salsifis cuit;46.3;196;86.8;2.73;2.1;7.5;2.9;3.3;0.003;0;0;16;18;56;283;47;0.55;0.21;0.01;0.3;0.600000024;0.2;0;0;0;0;0.189999998;1;0.056;0.173;0.392;0.276;0.05;25;0;2.73;196;46.3;0;0.3;;;15;Légumes;Salsifis, cuit;0;0;0;;0;0.0015;0.035;0.002;231;légumes (hors pommes de terre)_légumes racines, tubercules ou bulbes;0.135;0.041;0.074;;0.037;0.037;0;0;0;Salsifis, cuit;Salsify, boiled;A0152 A0455 A0629 A0681 A0705 A0731 A0826 B1551 C0240 E0152 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024;;0;?;0;;TNS;0.323418756;0.8;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.01;Root vegetables;A.01.000327;;A.02.01.009;Salsify (tragopogon porrifolius);A.01.000317;Salsify. boiled;Vegetables and vegetable products (including fungi);Root vegetables;A.02;A.02.01;;;;;;12;0.625651721;NON;;;;0.231272285;9.991927918;9.991927918;7.02460667;1
23;légumes (hors pommes de terre);3;légumes fruits;20047;tomate crue;16.4;68.8;94.5;0.8;1.41;1.72;1.68;0;0.0356;0.055;0;3.29;10.1;19.3;251;8.24;0.151;0.0711;0.0326;0.1105;0.15;2;0;840;140;0;1.11;14.3;0.06;0.04;0.6;0.27;0.08;20.5;0;0.8;68.8;16.4;0;5;;0.39;15;Légumes;Tomate fraîche;0;0;0;;0;0;0.0413;0.00667;233;légumes (hors pommes de terre)_légumes fruits;0.26;0.048;0.13;0.0356;0.118;0.012;0;0;0;Tomate, crue;Tomato, raw;A0152 A0455 A0677 A0705 A0826 B1276 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024;;0;LEG ROUGE/ORANGE;3 4;;TNS;0.280866667;0.9;FRUI_LEG;LEGUMES;CRUDITE;0;0;0;0;1;1;2;112;CRUDITE;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.03;Fruiting vegetables;A.01.000338;;A.02.03.001;Tomatoes (lycopersicum esculentum);A.01.000317;Tomato. raw;Vegetables and vegetable products (including fungi);Fruiting vegetables;A.02;A.02.03;140.2061856;;38.88888889;18.88888889;0.288888889;1037;54.06673618;OUI;CRUDITE;LEGUMES;FRUITS_LEG;0.107508962;26.8223473;26.8223473;24.29998436;1
23;légumes (hors pommes de terre);3;légumes fruits;20048;tomate pelée en conserve;16.2;68.3;94.6;0.92;1.27;1.93;1.93;0;0.0395;0.225;0;203;9.66;19;240;14.8;0.97;0.0819;0.0635;0.109;1.1;3;0;207;34.5;0;1.22;12;0.045;0.0412;0.741;0.155;0.107;11;0;0.92;68.3;16.2;0;2.9;;0.46;15;Légumes;Tomate entière, pelée, appertisée, égouttée;0;0;0;;0;0;0.0247;0.00567;233;légumes (hors pommes de terre)_légumes fruits;0.1;0.0403;0.116;0.034;0.1051;0.0109;0;0;0;Tomate, entière, pelée, appertisée;Tomato, peeled, canned;A0152 A0455 A0629 A0677 A0705 A0731 A0827 B1276 C0230 E0150 F0014 G0013 H0491 J0123 K0017 M0194 N0001 P0024 Z0112;;0;LEG ROUGE/ORANGE;0;;TNS;0.1527;1;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.03;Fruiting vegetables;A.01.000338;;A.02.03.001;Tomatoes (lycopersicum esculentum);A.01.000317;Tomato. peeled. canned;Vegetables and vegetable products (including fungi);Fruiting vegetables;A.02;A.02.03;;Non pelée;173;116;0.79;21;1.094890511;NON;;;;2.207164845;33.09743206;33.09743206;22.60499677;1
23;légumes (hors pommes de terre);3;légumes fruits;20049;maïs doux en épis cuit;99.9;421;74.5;3.41;3.56;16.4;4.77;7.17;0.374;0;0;1;26;77;218;3;0.45;0.2;0.04;0.4;0;1;0;66;11;0;0.88;7;0.093;0.057;1.68;0.792;0.139;57.8;0;3.41;421;99.9;0;0.4;;;15;Légumes;Maïs doux, en épis, cuit;0;0;0;0;0;0;0.185;0.012;233;légumes (hors pommes de terre)_légumes fruits;1.5;0.197;0.603;0.333;0.5825;0.0205;0;0;0;Maïs doux, en épis, cuit;Sweet corn, on cob, boiled;A0152 A0455 A0629 A0677 A0705 A0731 A0826 B1380 C0133 E0150 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024;;0;FECULENT/LEG;0;;TNS;0.280882487;0.4;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.03;Fruiting vegetables;A.01.000349;;A.02.03.012;Sweet corn (zea mays var. saccharata);A.01.000317;Sweet corn. on cob. boiled;Vegetables and vegetable products (including fungi);Fruiting vegetables;A.02;A.02.03;;;;;;25;1.303441084;NON;;;;0.309056791;5.962587296;5.962587296;5.10442737;1
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20050;topinambour cuit;71.2;300;80.2;2;2.85;12.8;9.6;0.25;0.004;0;0;35.9;14.1;64;452;32.9;0.2;0.05;0.06;0.22;0.699999988;0.1;0;25;4.166666667;0;0.195;2.6;0.025;0.03;0.05;0.38;0.04;28.6;0;2;300;71.2;0;0.1;;;15;Légumes;Topinambour, cuit;0;0;0;;0;0;0;0;231;légumes (hors pommes de terre)_légumes racines, tubercules ou bulbes;0.7;0;0.001;;0.001;0;0;0;0;Topinambour, cuit;Jerusalem artichoke, boiled;A0152 A0455 A0629 A0681 A0706 A0731 A0829 B1038 C0240 E0150 F0014 G0015 H0001 J0001 K0001 M0001 N0001 P0024;;0;?;0;;TNS;0.22745098;0.85;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.03;Starchy roots and tubers;A.03.02;Other starchy roots and tubers;A.01.000485;;A.03.02.005;Jerusalem artichokes tubers (helianthus tuberosus);A.01.000467;Jerusalem artichoke. boiled;Starchy roots and tubers;Other starchy roots and tubers;A.03;A.03.02;;;;;;2;0.104275287;NON;;;;0.37953272;6.206773875;6.206773875;3.967481449;1
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20051;macédoine de légumes en conserve;47.6;200;86.7;1.9;3;6.71;2.41;5.050000191;0.016;0;0;358;11.1;33;210;35.5;1;0.131;0.0712;0.287;1.1;0.2;0;5670;945;0;0.77;1;0.04;0.03;0.6;0.143;0.05;3;0;1.9;200;47.6;0;18.2;;;15;Légumes;Macédoine de légumes, appertisée, égouttée;0;0;0;;0;0.0005;0.044;0.005;238;légumes (hors pommes de terre)_mélanges de légumes, légumes préparés et autres légumes;0.8;0.051;0.119;0.016;0.0545;0.0645;0;0;0;Macédoine de légumes, appertisée;Vegetable mix, canned;A0152 A0455 A0629 A0650 A0705 A0731 A0827 B1579 C0148 E0104 F0014 G0013 H0148 H0212 H0227 J0123 K0017 M0194 N0001 P0024 Z0112;;0;?;0;;TNS;0.21933;1;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;;;;;;;;;;Vegetable mix. canned;Vegetable composite dishes;Vegetable-based meals;A.19A;A.19A.07;;;186;141;0.66;210;10.94890511;NON;LEG;LEGUMES;FRUITS_LEG;3.862027987;11.67084549;11.67084549;18.76304077;1
23;légumes (hors pommes de terre);4;légumes tiges;20052;artichaut cru;44.4;186;85.2;2.8;5.43;4.92;1.44;0.6;0.0075;0;0;56.6;29.5;49.2;380;39;0.72;0.2;0.075;0.49;0;1.63;0;72;12;0;0.21;10.3;0.0907;0.0587;0.999;0.316;0.062;68;0;2.8;186;44.4;0;14.8;;0.27;15;Légumes;Artichaut, cru;0;0;0;;0.002;0.001;0.029;0.003;234;légumes (hors pommes de terre)_légumes tiges;0.2;0.043;0.072;;0.036;0.036;0;0;0;Artichaut, cru;Artichoke, globe,  raw;A0152 A0455 A0629 A0682 A0705 A0731 A0826 B1466 C0237 E0150 F0003 G0003 H0003 J0003 K0003 M0003 N0001 P0024;;0;AUTRES LEG;3 4;;TNS;0.8966;0.4;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.07;Stem vegetables (fresh);A.01.000390;;A.02.07.005;Globe artichokes (cynara scolymus);A.01.000317;Artichoke. globe.  raw;Vegetables and vegetable products (including fungi);Stem vegetables (Fresh);A.02;A.02.07;;;;;;3;0.15641293;NON;;;;0.663523436;20.48858649;20.48858649;12.24295463;1
23;légumes (hors pommes de terre);4;légumes tiges;20054;cardon cru;21.3;89.4;92.9;0.6;1.6;3.69;1.5;0.2;0.019;0;0;17.4;21.3;19.2;396;58.5;0.2;0.03;0.07;0.38;0.2;0.09;0;0;0;0;0.19;4;0.02;0.04;0.2;0.338;0.078;48;0;0.6;89.4;21.3;0;;;;15;Légumes;Cardon, cru;0;0;0;;0;0;0.00859;0.00191;234;légumes (hors pommes de terre)_légumes tiges;0.1;0.0105;0.0405;;0.0205;0.02;0;0;0;Cardon, cru;Cardoon, raw;A0152 A0455 A0629 A0682 A0705 A0731 A0826 B1727 C0101 E0150 F0003 G0003 H0003 J0001 K0003 M0003 N0001 P0024;;0;?;1;;TNS;0.71875;0.6;FRUI_LEG;LEGUMES;CRUDITE;0;0;0;0;1;1;2;112;CRUDITE;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.07;Stem vegetables (fresh);A.01.000387;coded raw but consummed cooked;A.02.07.002;Cardoons (cynara cardunculus);A.01.000317;Cardoon. raw;Vegetables and vegetable products (including fungi);Stem vegetables (Fresh);A.02;A.02.07;;;;;;1;0.052137643;NON;;;;0.199860883;17.89618832;17.89618832;15.00631236;1
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20055;céleri-rave cru;36.6;154;88.1;1.2;3.2;5.68;1.44;0.25;0.0355;0.28;0;269;13.1;65.3;348;38.8;0.419;0.134;0.058;0.29;0.9;2.83;0;25;4.166666667;0;0.1;8;0.09;0.035;0.555;0.64;0.125;51;0;1.2;154;36.6;0;70.5;;;15;Légumes;Céleri-rave, cru;0;0;0;;0;0.001;0.0665;0.0045;231;légumes (hors pommes de terre)_légumes racines, tubercules ou bulbes;0.3;0.073;0.163;0.013;0.1465;0.0165;0;0;0;Céleri-rave, cru;Celeriac, raw;A0152 A0455 A0629 A0681 A0705 A0731 A0826 B1729 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0003 N0001 P0024;;0;?; 1 2 4;;TNS;0.2090375;0.8;FRUI_LEG;LEGUMES;CRUDITE;0;0;0;0;1;1;2;112;CRUDITE;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.01;Root vegetables;A.01.000322;;A.02.01.004;Celeriac (apium graveolens var. rapaceum);A.01.000317;Celeriac. raw;Vegetables and vegetable products (including fungi);Root vegetables;A.02;A.02.01;;;;;;106;5.526590198;NON;CRUDITE;LEGUMES;FRUITS_LEG;2.954458476;16.16502308;16.16502308;11.28790131;1
23;légumes (hors pommes de terre);2;légumes feuilles;20059;épinard cru;34.5;144;91.5;2.7;3.55;3.2;0.53;2.6;0.0305;0;0;70;69.2;52.4;515;98.2;3.42;0.43;0.104;0.664;0.645;1.6;0;4010;668.3333333;0;1.76;39.3;0.127;0.217;0.733;0.285;0.195;175;0;2.7;144;34.5;0;270;;;15;Légumes;Épinard, cru;0;0;0;0;0;0.005;0.0555;0.003;232;légumes (hors pommes de terre)_légumes feuilles;0.425;0.0656;0.312;0.021;0.054;0.258;0;0;0;Épinard, cru;Spinach, raw;A0152 A0455 A0629 A0678 A0705 A0731 A0826 B1420 C0200 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024;;0;LEG VERT FONCE;2 3 4;;TNS;0.7887375;0.8;FRUI_LEG;LEGUMES;CRUDITE;0;0;0;0;1;1;2;112;CRUDITE;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.05;Leaf vegetables;A.01.000369;;A.02.05.010;Spinach (fresh) (spinacia oleracea);A.01.000317;Spinach. raw;Vegetables and vegetable products (including fungi);Leaf vegetables;A.02;A.02.05;;;;;;4;0.208550574;NON;;;;0.839429884;53.53752463;53.53752463;45.70244328;1
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20062;haricot vert en conserve égoutté;23.9;100;91.6;1.35;3.1;2.75;0.86;1.5;0.00308;0;0;281;16.7;21.8;115;48.1;2.15;0.173;0.07;0.238;0.95;0.532;0;87.5;14.58333333;0;0.21;3.45;0.26;0.085;1.4;0.395;0.295;28;0;1.35;100;23.9;0;38.9;;0.15;15;Légumes;Haricot vert, appertisé, égoutté;0;0;0;;0;0;0.0275;0.00422;237;légumes (hors pommes de terre)_haricots verts et petits pois (légumes potagers);0.1;0.0318;0.0612;0.00308;0.028;0.0332;0;0;0;Haricot vert, appertisé;Green bean, canned, drained;A0152 A0455 A0629 A0677 A0705 A0731 A0827 B1371 C0169 E0104 F0014 G0013 H0001 J0123 K0017 M0194 N0001 P0024 Z0112 Z0219;;0;HARICOTS/POIS;0;;TNS;0.32948;1;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.04;Legumes, nuts and oilseeds;A.04.01;Legumes, beans, green, without pods;A.01.000488;;A.04.01.001;Beans, green, without pods (phaseolus vulgaris);A.01.000486;Green bean. canned. drained;Legumes. nuts and oilseeds;Legumes. beans. green. without pods;A.04;A.04.01;116;;231;187;0.71;520;27.11157456;OUI;LEG;LEGUMES;FRUITS_LEG;3.018897539;33.60479595;33.60479595;22.96944531;1
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20063;haricot beurre en conserve;23.6;98.7;92.1;1.48;2.65;2.8;1.25;1.47;0.00657;0;0;273;15.2;14.8;169;42.9;0.74;0.1;0.03;0.14;0.43;0.15;0;56;9.333333333;0;0.29;5.97;0.0377;0.068;0.338;0.081;0.041;55;0;1.48;98.7;23.6;0;13;;;15;Légumes;Haricot beurre, appertisé, égoutté;0;0;0;;0;0;0.0296;0.00493;237;légumes (hors pommes de terre)_haricots verts et petits pois (légumes potagers);0.127;0.0345;0.0805;0.00657;0.0368;0.0437;0;0;0;Haricot beurre, appertisé;Wax bean, canned;A0152 A0455 A0629 A0677 A0705 A0731 A0827 B1351 C0169 E0150 F0014 G0013 H0001 J0123 K0017 M0194 N0001 P0024 Z0112;;0;HARICOTS/POIS;0;;TNS;0.32948;1;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.04;Legumes, nuts and oilseeds;A.04.01;Legumes, beans, green, without pods;A.01.000488;;A.04.01.001;Beans, green, without pods (phaseolus vulgaris);A.01.000486;Wax bean. canned;Legumes. nuts and oilseeds;Legumes. beans. green. without pods;A.04;A.04.01;;;231;187;0.71;26;1.355578728;NON;;;;2.938412911;24.56852752;24.56852752;14.48259744;1
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20064;navet pelé cru;21.1;87.9;93;0.945;2.7;2.39;2.19;0.196;0.003;0.05;0;33.8;9.72;26.4;193;38.7;0.258;0.0467;0.0233;0.107;1.64;5.33;0;21.5;3.583333333;0;0;18.5;0.045;0.0305;0.535;0.2;0.08;14;0;0.945;87.9;21.1;0;0.1;;;15;Légumes;Navet, pelé, cru;0;0;0;;0;0;0.005;0.0005;231;légumes (hors pommes de terre)_légumes racines, tubercules ou bulbes;0.26;0.0055;0.0265;0.003;0.0044;0.0221;0;0;0;Navet, pelé, cru;Turnip, peeled, raw;A0152 A0455 A0629 A0681 A0705 A0731 A0826 B1238 C0240 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024;;0;?;3 4;;TNS;0.183822407;0.8;FRUI_LEG;LEGUMES;CRUDITE;0;0;0;0;1;1;2;112;CRUDITE;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.01;Root vegetables;A.01.000330;;A.02.01.012;Turnips (brassica rapa);A.01.000317;Turnip. peeled. raw;Vegetables and vegetable products (including fungi);Root vegetables;A.02;A.02.01;;;;;;1;0.052137643;NON;;;;0.365664975;33.58865211;33.58865211;15.1796823;1
23;légumes (hors pommes de terre);3;légumes fruits;20066;maïs doux en conserve;103;436;72.9;2.95;3.92;17.8;3.54;14.3;0.273;0.2;0;235;24.8;43.2;212;2.735;0.385;0.11;0.0359;0.424;0.175;0.712;0;66;11;0;0.46;3.1;0.04;0.06;1.5;0.22;0.13;8;0;2.95;436;103;0;0;;;15;Légumes;Maïs doux, appertisé, égoutté;0;0;0;0;0.000494;0.00132;0.141;0.0217;233;légumes (hors pommes de terre)_légumes fruits;1.39;0.164;0.509;0.273;0.4909;0.0181;0;0;0;Maïs doux, appertisé;Sweet corn, canned;A0152 A0455 A0629 A0677 A0705 A0731 A0827 B1380 C0133 E0150 F0014 G0013 H0001 J0123 K0017 M0194 N0001 P0024 Z0112;;0;FECULENT/LEG;0;;TNS;0.280882487;1;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.02;Vegetables and vegetable products (including fungi);A.02.03;Fruiting vegetables;A.01.000349;;A.02.03.012;Sweet corn (zea mays var. saccharata);A.01.000317;Sweet corn. canned;Vegetables and vegetable products (including fungi);Fruiting vegetables;A.02;A.02.03;;;141;154;0.73;201;10.47966632;NON;LEG;LEGUMES;FRUITS_LEG;2.732891234;5.130200436;5.130200436;3.669622322;1
43;condiments et sauces;5;condiments d'assaisonnement;20068;concentré de tomate;91.5;386;72;3.27;4.25;16.3;14.7;0.0733;0.0723;0;0;108;63.3;103;1330;45.6;1.2;0.05;0.05;0.05;0.4;20.9;0;784;130.6666667;0;5.7;2.6;0.08;0.1;2.2;0.2;0.09;84;0;3.27;386;91.5;0;11.4;;;15;Légumes;Tomate, concentré;0;0;0;;0;0.00043;0.0675;0.012;435;condiments et sauces_condiments d'assaisonnement;0.53;0.08;0.213;0.0715;0.199;0.014;0;0;0;Tomate, concentré;Tomato paste;A0152 A0455 A0629 A0677 A0705 A0731 A0827 B1276 C0229 E0119 F0014 G0003 H0138 J0123 K0003 M0151 N0024 P0024;;0;PAS LEGUME;0;;TNS;0.17704;1;ASSAISONNEMENTS;SAUCESEPICES;EPICES;0;0;0;0;9;3;1;931;EPICES;1;24;0;sauces_ep;sauces_ep;0;37;15;Condiments and sauces;A.02;Vegetables and vegetable products (including fungi);A.02.14;Vegetable products;A.01.000443;;A.02.14.003;Tomato purée;A.01.000317;Tomato paste;Vegetables and vegetable products (including fungi);Vegetable products;A.02;A.02.14;;;228;159;1.35;63;3.284671533;NON;;;;1.262981864;8.537939292;8.537939292;11.73884914;1
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20071;haricot vert surgelé cuit;32;134;90;1.7;3.3;4.43;1.14;3.29;0.00505;0.123;0;8;17;33;160;56;0.6;0.2;0.05;0.2;0.4;0.4;0;334;55.66666667;0;0.12;7;0.05;0.09;0.4;0.049;0.06;47.5;0;1.7;134;32;0;12.7;;;15;Légumes;Haricot vert, surgelé, cuit;0;0;0;;0;0;0.0259;0.00444;237;légumes (hors pommes de terre)_haricots verts et petits pois (légumes potagers);0.1;0.0303;0.0606;0.00505;0.0277;0.0329;0;0;0;Haricot vert, surgelé, cuit;Green bean, frozen, boiled;A0152 A0455 A0629 A0677 A0705 A0731 A0826 B1371 C0169 E0150 F0014 G0012 H0241 J0001 K0003 M0001 N0001 P0024;;0;HARICOTS/POIS;0;;TNS;0.1879;1;FRUI_LEG;LEGUMES;LEG;0;0;0;0;1;1;1;111;LEG;1;2;1;Legumes;Légumes;0;2;2;Vegetables;A.04;Legumes, nuts and oilseeds;A.04.01;Legumes, beans, green, without pods;A.01.000488;;A.04.01.001;Beans, green, without pods (phaseolus vulgaris);A.01.000486;Green bean. frozen. boiled;Legumes. nuts and oilseeds;Legumes. beans. green. without pods;A.04;A.04.01;;Non cuit;195;125;0.48;251;13.08654849;NON;LEG;LEGUMES;FRUITS_LEG;0.130484627;20.750777;20.750777;12.34737907;1
